,accession_number,year,r,g,b,hex,value
6216,T09206,1853,190,167,137,#bea789,1
6217,T09208,,206,191,174,#cebfae,1
6218,T09209,,206,187,158,#cebb9e,1
6219,T09211,,231,221,202,#e7ddca,1
6220,T09213,,228,217,199,#e4d9c7,1
6221,T09214,1871,178,171,152,#b2ab98,1
6222,T09215,1871,153,148,133,#999485,1
6223,T09217,,53,43,31,#352b1f,1
6224,T09218,,195,185,166,#c3b9a6,1
6225,T09224,,194,186,166,#c2baa6,1
6226,T09225,,179,160,132,#b3a084,1
6227,T09228,,133,118,98,#857662,1
6228,T09230,,153,132,110,#99846e,1
6229,T09231,,205,199,178,#cdc7b2,1
6230,T09233,,185,164,133,#b9a485,1
6231,T09238,,212,199,173,#d4c7ad,1
6232,T09240,,198,187,169,#c6bba9,1
6233,T09241,,145,135,104,#918768,1
6234,T09242,,211,206,185,#d3ceb9,1
6235,T09244,,195,188,166,#c3bca6,1
6236,T09245,,184,170,135,#b8aa87,1
6237,T09248,,208,192,164,#d0c0a4,1
6238,T09249,,207,191,159,#cfbf9f,1
6239,T09253,,134,126,102,#867e66,1
6240,T09254,,143,130,109,#8f826d,1
6241,T09256,,187,172,146,#bbac92,1
6242,T09257,,196,181,158,#c4b59e,1
6243,T09258,,206,188,159,#cebc9f,1
6244,T09259,1831,76,69,53,#4c4535,1
6245,T09260,,135,121,102,#877966,1
6246,T09261,,131,113,82,#837152,1
6247,T09262,1783,196,190,160,#c4bea0,1
6248,T09263,,175,160,124,#afa07c,1
6249,T09264,,237,225,194,#ede1c2,1
6250,T09265,,212,199,163,#d4c7a3,1
6251,T09266,,152,144,116,#989074,1
6252,T09267,,216,196,154,#d8c49a,1
6253,T09268,,166,142,110,#a68e6e,1
6254,T09269,,141,130,100,#8d8264,1
6255,T09270,,194,172,132,#c2ac84,1
6256,T09271,1778,190,173,144,#bead90,1
6257,T09272,,218,205,174,#dacdae,1
6258,T09273,,221,207,179,#ddcfb3,1
6259,T09274,,218,200,170,#dac8aa,1
6260,T09275,,132,126,107,#847e6b,1
6261,T09276,,100,82,64,#645240,1
6262,T09278,,195,165,125,#c3a57d,1
6263,T09279,,212,183,144,#d4b790,1
6264,T09280,,181,166,145,#b5a691,1
6265,T09284,1719,158,140,114,#9e8c72,1
6266,T09285,,115,114,101,#737265,1
6267,T09286,,66,54,39,#423627,1
6268,T09287,,148,115,87,#947357,1
6269,T09288,,227,216,189,#e3d8bd,1
6270,T09290,,216,208,187,#d8d0bb,1
6271,T09292,,161,152,126,#a1987e,1
6272,T09293,,225,214,196,#e1d6c4,1
6273,T09294,,197,188,167,#c5bca7,1
6274,T09295,,168,152,122,#a8987a,1
6275,T09300,,151,143,123,#978f7b,1
6276,T09304,,197,185,159,#c5b99f,1
6277,T09305,1840,200,180,149,#c8b495,1
6278,T09306,,167,149,130,#a79582,1
6279,T09312,,202,191,167,#cabfa7,1
6280,T09313,,208,191,167,#d0bfa7,1
6281,T09314,,184,166,137,#b8a689,1
6282,T09321,1804,88,75,60,#584b3c,1
6283,T09322,,206,196,178,#cec4b2,1
6284,T09324,,162,137,102,#a28966,1
6285,T09325,,162,138,106,#a28a6a,1
6286,T09326,,195,177,152,#c3b198,1
6287,T09327,,83,80,65,#535041,1
6288,T09329,,229,217,201,#e5d9c9,1
6289,T09330,,216,207,188,#d8cfbc,1
6290,T09331,,218,207,187,#dacfbb,1
6291,T09332,,210,201,180,#d2c9b4,1
6292,T09333,,222,208,184,#ded0b8,1
6293,T09335,,192,181,160,#c0b5a0,1
6294,T09336,1784,199,198,183,#c7c6b7,1
6295,T09337,1758,196,192,171,#c4c0ab,1
6296,T09338,1765,191,190,177,#bfbeb1,1
6297,T09339,1765,164,169,155,#a4a99b,1
6298,T09340,,146,146,127,#92927f,1
6299,T09341,,195,195,175,#c3c3af,1
6300,T09342,1768,177,175,154,#b1af9a,1
6301,T09343,1764,124,124,110,#7c7c6e,1
6302,T09344,1765,178,171,153,#b2ab99,1
6303,T09345,,136,136,117,#888875,1
6304,T09348,,154,145,130,#9a9182,1
6305,T09350,,220,219,204,#dcdbcc,1
6306,T09351,,222,221,206,#deddce,1
6307,T09352,,238,225,205,#eee1cd,1
6308,T09353,,223,217,199,#dfd9c7,1
6309,T09354,,236,222,202,#ecdeca,1
6310,T09355,,225,212,193,#e1d4c1,1
6311,T09356,,243,233,218,#f3e9da,1
6312,T09357,,233,225,208,#e9e1d0,1
6313,T09358,,241,230,211,#f1e6d3,1
6314,T09359,1802,102,93,75,#665d4b,1
6315,T09360,1802,147,130,103,#938267,1
6316,T09361,,112,94,73,#705e49,1
6317,T09362,1807,117,106,90,#756a5a,1
6318,T09363,,207,196,176,#cfc4b0,1
6319,T09364,,199,190,173,#c7bead,1
6320,T09365,,187,173,157,#bbad9d,1
6321,T09367,1798,150,148,124,#96947c,1
6322,T09369,,146,130,107,#92826b,1
6323,T09370,,195,168,132,#c3a884,1
6324,T09372,,203,173,140,#cbad8c,1
6325,T09373,,119,98,77,#77624d,1
6326,T09378,,185,182,171,#b9b6ab,1
6327,T09379,,226,220,207,#e2dccf,1
6328,T09380,,215,205,186,#d7cdba,1
6329,T09381,,235,223,203,#ebdfcb,1
6330,T09382,,235,222,201,#ebdec9,1
6331,T09385,,145,139,121,#918b79,1
6332,T09386,,145,141,125,#918d7d,1
6333,T09387,,151,147,130,#979382,1
6334,T09388,,143,138,121,#8f8a79,1
6335,T09389,,177,175,159,#b1af9f,1
6336,T09394,,153,133,103,#998567,1
6337,T09395,,189,181,162,#bdb5a2,1
6338,T09397,,214,199,169,#d6c7a9,1
6339,T09398,,191,168,138,#bfa88a,1
6340,T09399,,223,213,194,#dfd5c2,1
6341,T09400,,230,214,183,#e6d6b7,1
6342,T09401,,212,196,175,#d4c4af,1
6343,T09402,,192,170,142,#c0aa8e,1
6344,T09403,1774,187,175,153,#bbaf99,1
6345,T09404,,126,112,88,#7e7058,1
6346,T09405,1770,191,169,137,#bfa989,1
6347,T09406,1774,204,183,145,#ccb791,1
6348,T09407,1774,221,209,187,#ddd1bb,1
6349,T09408,1774,222,209,183,#ded1b7,1
6350,T09409,1774,223,212,189,#dfd4bd,1
6351,T09410,1773,202,187,161,#cabba1,1
6352,T09411,1774,213,198,172,#d5c6ac,1
6353,T09412,1774,199,186,164,#c7baa4,1
6354,T09413,1774,236,228,213,#ece4d5,1
6355,T09414,,106,73,46,#6a492e,1
6356,T09415,,129,101,63,#81653f,1
6357,T09416,,152,105,64,#986940,1
6358,T09417,1792,219,212,196,#dbd4c4,1
6359,T09418,,188,182,165,#bcb6a5,1
6360,T09419,1795,148,140,127,#948c7f,1
6361,T09420,,108,89,69,#6c5945,1
6362,T09421,,193,189,172,#c1bdac,1
6363,T09422,1815,217,214,201,#d9d6c9,1
6364,T09423,,203,195,178,#cbc3b2,1
6365,T09424,,200,187,168,#c8bba8,1
6366,T09425,,216,202,185,#d8cab9,1
6367,T09426,,213,205,190,#d5cdbe,1
6368,T09427,,197,189,170,#c5bdaa,1
6369,T09433,,201,190,172,#c9beac,1
6370,T09436,,223,214,190,#dfd6be,1
6371,T09438,,220,217,202,#dcd9ca,1
6372,T09448,,242,227,204,#f2e3cc,1
6373,T09453,,133,128,110,#85806e,1
6374,T09455,1825,215,210,186,#d7d2ba,1
6375,T09459,1818,156,134,107,#9c866b,1
6376,T09460,1820,206,193,167,#cec1a7,1
6377,T09461,1788,208,184,138,#d0b88a,1
6378,T09462,,50,42,33,#322a21,1
6379,T09463,,203,175,133,#cbaf85,1
6380,T09465,,223,211,188,#dfd3bc,1
6381,T09466,1802,154,138,117,#9a8a75,1
6382,T09467,,181,154,113,#b59a71,1
6383,T09468,,167,131,95,#a7835f,1
6384,T09470,,200,197,183,#c8c5b7,1
6385,T09471,,208,204,190,#d0ccbe,1
6386,T09472,,222,214,197,#ded6c5,1
6387,T09473,,206,202,190,#cecabe,1
6388,T09474,,211,207,194,#d3cfc2,1
6389,T09475,,216,210,194,#d8d2c2,1
6390,T09476,,151,135,110,#97876e,1
6391,T09478,,196,184,156,#c4b89c,1
6392,T09479,,180,166,143,#b4a68f,1
6393,T09481,,213,200,178,#d5c8b2,1
6394,T09482,,211,199,172,#d3c7ac,1
6395,T09483,,209,185,147,#d1b993,1
6396,T09484,,233,217,189,#e9d9bd,1
6397,T09485,,238,225,202,#eee1ca,1
6398,T09487,,187,159,121,#bb9f79,1
6399,T09489,,81,69,56,#514538,1
6400,T09490,,159,146,115,#9f9273,1
6401,T09491,,198,185,157,#c6b99d,1
6402,T09492,,164,151,119,#a49777,1
6403,T09493,,228,223,213,#e4dfd5,1
6404,T09494,,213,205,188,#d5cdbc,1
6405,T09495,,225,218,202,#e1daca,1
6406,T09496,,216,209,194,#d8d1c2,1
6407,T09497,,219,210,192,#dbd2c0,1
6408,T09498,,225,219,204,#e1dbcc,1
6409,T09501,,224,215,198,#e0d7c6,1
6410,T09505,,229,222,206,#e5dece,1
6411,T09507,,140,155,150,#8c9b96,1
6412,T09508,,234,221,192,#eaddc0,1
6413,T09509,,214,182,142,#d6b68e,1
6414,T09510,1812,217,198,162,#d9c6a2,1
6415,T09512,,183,163,134,#b7a386,1
6416,T09515,,205,175,134,#cdaf86,1
6417,T09517,1819,206,195,173,#cec3ad,1
6418,T09518,,230,221,201,#e6ddc9,1
6419,T09519,,225,213,186,#e1d5ba,1
6420,T09520,,217,205,180,#d9cdb4,1
6421,T09521,,169,161,140,#a9a18c,1
6422,T09522,,221,211,189,#ddd3bd,1
6423,T09523,,225,217,201,#e1d9c9,1
6424,T09524,1774,225,219,206,#e1dbce,1
6425,T09525,1773,214,207,190,#d6cfbe,1
6426,T09526,1774,225,217,199,#e1d9c7,1
6427,T09527,,197,181,150,#c5b596,1
6428,T09528,,231,216,194,#e7d8c2,1
6429,T09530,,177,154,123,#b19a7b,1
6430,T09531,,205,188,161,#cdbca1,1
6431,T09532,,224,209,180,#e0d1b4,1
6432,T09533,,76,61,44,#4c3d2c,1
6433,T09534,,118,96,63,#76603f,1
6434,T09538,1798,55,54,43,#37362b,1
6435,T09539,,188,176,157,#bcb09d,1
6436,T09540,,200,191,175,#c8bfaf,1
6437,T09541,,205,195,174,#cdc3ae,1
6438,T09542,,76,72,61,#4c483d,1
6439,T09543,1773,213,205,189,#d5cdbd,1
6440,T09544,1773,228,221,202,#e4ddca,1
6441,T09545,,201,182,154,#c9b69a,1
6442,T09546,,138,120,102,#8a7866,1
6443,T09548,,137,117,92,#89755c,1
6444,T09550,,224,212,190,#e0d4be,1
6445,T09551,,175,164,143,#afa48f,1
6446,T09554,,197,168,125,#c5a87d,1
6447,T09555,,193,170,138,#c1aa8a,1
6448,T09556,,193,170,138,#c1aa8a,1
6449,T09564,,190,169,128,#bea980,1
6450,T09565,,208,194,165,#d0c2a5,1
6451,T09568,,141,122,100,#8d7a64,1
6452,T09569,,200,181,148,#c8b594,1
6453,T09570,1800,224,216,197,#e0d8c5,1
6454,T09572,1811,239,226,201,#efe2c9,1
6455,T09573,,215,209,188,#d7d1bc,1
6456,T09574,,212,192,155,#d4c09b,1
6457,T09576,,233,225,204,#e9e1cc,1
6458,T09578,,226,211,187,#e2d3bb,1
6459,T09579,,185,174,156,#b9ae9c,1
6460,T09580,,204,195,179,#ccc3b3,1
6461,T09581,,235,233,221,#ebe9dd,1
6462,T09583,,225,210,186,#e1d2ba,1
6463,T09584,,226,216,195,#e2d8c3,1
6464,T09588,,236,235,224,#ecebe0,1
6465,T09590,,246,237,215,#f6edd7,1
6466,T09591,,223,215,195,#dfd7c3,1
6467,T09595,1796,227,219,201,#e3dbc9,1
6468,T09596,,218,207,189,#dacfbd,1
6469,T09597,,239,231,213,#efe7d5,1
6470,T09598,,234,226,205,#eae2cd,1
6471,T09600,1869,68,68,58,#44443a,1
6472,T09602,,211,198,179,#d3c6b3,1
6473,T09603,,172,147,119,#ac9377,1
6474,T09605,,214,209,191,#d6d1bf,1
6475,T09606,,138,134,109,#8a866d,1
6476,T09607,,184,177,149,#b8b195,1
6477,T09608,,189,187,168,#bdbba8,1
6478,T09609,,185,160,131,#b9a083,1
6479,T09659,,224,217,205,#e0d9cd,1
6480,T09689,,233,216,194,#e9d8c2,1
6481,T09694,1782,229,223,208,#e5dfd0,1
6482,T09695,,213,200,179,#d5c8b3,1
6483,T09697,1798,215,196,168,#d7c4a8,1
6484,T09698,,152,113,83,#987153,1
6485,T09699,,183,170,149,#b7aa95,1
6486,T09700,,170,142,111,#aa8e6f,1
6487,T09702,,166,142,110,#a68e6e,1
6488,T09704,,84,72,49,#544831,1
6489,T09705,,169,153,123,#a9997b,1
6490,T09706,,77,75,62,#4d4b3e,1
6491,T09707,,180,160,136,#b4a088,1
6492,T09709,,209,197,176,#d1c5b0,1
6493,T09712,,91,70,51,#5b4633,1
6494,T09713,,210,197,169,#d2c5a9,1
6495,T09715,,199,188,165,#c7bca5,1
6496,T09718,,226,201,156,#e2c99c,1
6497,T09719,,220,208,185,#dcd0b9,1
6498,T09720,,181,159,130,#b59f82,1
6499,T09721,,218,206,179,#daceb3,1
6500,T09722,,243,227,198,#f3e3c6,1
6501,T09724,,227,220,205,#e3dccd,1
6502,T09727,,200,187,159,#c8bb9f,1
6503,T09728,,217,209,192,#d9d1c0,1
6504,T09730,,198,185,158,#c6b99e,1
6505,T09732,,209,195,165,#d1c3a5,1
6506,T09733,,193,181,157,#c1b59d,1
6507,T09735,,202,187,157,#cabb9d,1
6508,T09740,,212,206,188,#d4cebc,1
6509,T09749,,217,209,189,#d9d1bd,1
6510,T09751,,225,212,189,#e1d4bd,1
6511,T09752,,223,209,190,#dfd1be,1
6512,T09753,,232,219,196,#e8dbc4,1
6513,T09754,,234,220,197,#eadcc5,1
6514,T09755,,240,227,205,#f0e3cd,1
6515,T09756,,236,226,205,#ece2cd,1
6516,T09758,,238,228,205,#eee4cd,1
6517,T09759,1834,190,169,143,#bea98f,1
6518,T09768,,117,93,67,#755d43,1
6519,T09789,,216,203,183,#d8cbb7,1
6520,T09792,,221,215,200,#ddd7c8,1
6521,T09794,,213,205,188,#d5cdbc,1
6522,T09795,,218,208,189,#dad0bd,1
6523,T09796,,218,208,188,#dad0bc,1
6524,T09801,,203,189,165,#cbbda5,1
6525,T09802,,221,210,190,#ddd2be,1
6526,T09803,,207,186,161,#cfbaa1,1
6527,T09805,,211,203,186,#d3cbba,1
6528,T09806,,213,203,186,#d5cbba,1
6529,T09808,,212,198,182,#d4c6b6,1
6530,T09819,,225,211,187,#e1d3bb,1
6531,T09820,,218,207,189,#dacfbd,1
6532,T09821,,209,196,173,#d1c4ad,1
6533,T09822,,222,210,188,#ded2bc,1
6534,T09823,,222,210,189,#ded2bd,1
6535,T09824,,217,205,180,#d9cdb4,1
6536,T09825,,213,204,185,#d5ccb9,1
6537,T09826,,223,214,193,#dfd6c1,1
6538,T09829,,218,202,172,#dacaac,1
6539,T09830,,206,192,169,#cec0a9,1
6540,T09831,,109,88,65,#6d5841,1
6541,T09832,,153,135,108,#99876c,1
6542,T09833,,142,119,89,#8e7759,1
6543,T09834,,135,117,95,#87755f,1
6544,T09835,,220,209,189,#dcd1bd,1
6545,T09836,,196,184,161,#c4b8a1,1
6546,T09837,,214,203,180,#d6cbb4,1
6547,T09838,1798,101,75,52,#654b34,1
6548,T09840,,132,122,106,#847a6a,1
6549,T09841,,233,221,200,#e9ddc8,1
6550,T09842,,192,169,135,#c0a987,1
6551,T09843,,89,72,54,#594836,1
6552,T09845,,221,220,211,#dddcd3,1
6553,T09846,,221,213,194,#ddd5c2,1
6554,T09848,,161,149,123,#a1957b,1
6555,T09853,,229,221,201,#e5ddc9,1
6556,T09854,,174,147,112,#ae9370,1
6557,T09855,,40,34,27,#28221b,1
6558,T09856,1805,226,213,190,#e2d5be,1
6559,T09860,1818,225,213,192,#e1d5c0,1
6560,T09871,,217,215,204,#d9d7cc,1
6561,T09927,,167,159,136,#a79f88,1
6562,T09929,,175,169,153,#afa999,1
6563,T09930,,190,184,170,#beb8aa,1
6564,T09931,,200,188,163,#c8bca3,1
6565,T09932,,209,201,182,#d1c9b6,1
6566,T09933,,218,205,176,#dacdb0,1
6567,T09934,,230,220,196,#e6dcc4,1
6568,T09935,,208,200,180,#d0c8b4,1
6569,T09937,,221,211,188,#ddd3bc,1
6570,T09939,,214,206,188,#d6cebc,1
6571,T09941,,217,206,184,#d9ceb8,1
6572,T09942,,216,205,179,#d8cdb3,1
6573,T09945,,212,200,176,#d4c8b0,1
6574,T09946,,224,216,198,#e0d8c6,1
6575,T09954,,234,227,209,#eae3d1,1
6576,T09957,,240,230,210,#f0e6d2,1
6577,T09958,,223,217,201,#dfd9c9,1
6578,T09959,,225,216,199,#e1d8c7,1
6579,T09960,,106,90,74,#6a5a4a,1
6580,T09964,,214,204,182,#d6ccb6,1
6581,T09968,,226,211,181,#e2d3b5,1
6582,T09970,,191,175,141,#bfaf8d,1
6583,T09973,,224,216,199,#e0d8c7,1
6584,T09974,,223,214,193,#dfd6c1,1
6585,T09975,,214,202,174,#d6caae,1
6586,T09976,,216,206,184,#d8ceb8,1
6587,T09978,,225,215,194,#e1d7c2,1
6588,T09979,,220,210,188,#dcd2bc,1
6589,T09980,,219,211,190,#dbd3be,1
6590,T09981,,222,199,162,#dec7a2,1
6591,T09982,,112,96,79,#70604f,1
6592,T09986,,224,211,187,#e0d3bb,1
6593,T09988,,237,228,211,#ede4d3,1
6594,T09991,1805,234,225,208,#eae1d0,1
6595,T09993,1805,226,213,191,#e2d5bf,1
6596,T10002,,234,223,201,#eadfc9,1
6597,T10004,1821,210,194,166,#d2c2a6,1
6598,T10009,1810,224,211,189,#e0d3bd,1
6599,T10013,,217,210,193,#d9d2c1,1
6600,T10032,,209,194,169,#d1c2a9,1
6601,T10037,,224,211,187,#e0d3bb,1
6602,T10038,,226,210,166,#e2d2a6,1
6603,T10040,,224,215,190,#e0d7be,1
6604,T10041,,223,216,194,#dfd8c2,1
6605,T10042,,224,217,196,#e0d9c4,1
6606,T10044,,159,155,115,#9f9b73,1
6607,T10045,,107,125,119,#6b7d77,1
6608,T10046,,196,187,166,#c4bba6,1
6609,T10048,,212,204,182,#d4ccb6,1
6610,T10051,,207,199,179,#cfc7b3,1
6611,T10055,,235,217,185,#ebd9b9,1
6612,T10056,,196,185,164,#c4b9a4,1
6613,T10057,,245,236,217,#f5ecd9,1
6614,T10059,,221,211,190,#ddd3be,1
6615,T10060,,99,91,79,#635b4f,1
6616,T10062,,208,196,169,#d0c4a9,1
6617,T10063,,222,216,197,#ded8c5,1
6618,T10064,,202,193,177,#cac1b1,1
6619,T10065,,164,152,122,#a4987a,1
6620,T10066,1829,224,218,201,#e0dac9,1
6621,T10067,1790,201,194,174,#c9c2ae,1
6622,T10068,,190,182,164,#beb6a4,1
6623,T10072,,211,200,176,#d3c8b0,1
6624,T10073,1800,130,112,84,#827054,1
6625,T10074,1802,134,126,103,#867e67,1
6626,T10076,1809,139,138,110,#8b8a6e,1
6627,T10077,,193,179,147,#c1b393,1
6628,T10078,,213,201,173,#d5c9ad,1
6629,T10079,,213,198,171,#d5c6ab,1
6630,T10080,,208,192,162,#d0c0a2,1
6631,T10081,,199,191,164,#c7bfa4,1
6632,T10085,1805,202,195,177,#cac3b1,1
6633,T10086,,183,167,135,#b7a787,1
6634,T10087,,176,164,140,#b0a48c,1
6635,T10088,,176,163,139,#b0a38b,1
6636,T10089,,215,209,195,#d7d1c3,1
6637,T10090,,186,168,131,#baa883,1
6638,T10091,,189,172,136,#bdac88,1
6639,T10092,,229,219,192,#e5dbc0,1
6640,T10094,,220,206,185,#dcceb9,1
6641,T10095,,202,186,166,#cabaa6,1
6642,T10096,,161,147,120,#a19378,1
6643,T10097,,170,156,131,#aa9c83,1
6644,T10098,,181,169,146,#b5a992,1
6645,T10099,,223,213,193,#dfd5c1,1
6646,T10101,1810,166,146,110,#a6926e,1
6647,T10104,,210,193,162,#d2c1a2,1
6648,T10105,,205,191,173,#cdbfad,1
6649,T10106,,112,87,67,#705743,1
6650,T10108,,202,183,150,#cab796,1
6651,T10113,,187,162,131,#bba283,1
6652,T10115,1851,239,230,213,#efe6d5,1
6653,T10116,,221,205,176,#ddcdb0,1
6654,T10117,,222,209,187,#ded1bb,1
6655,T10118,,222,209,188,#ded1bc,1
6656,T10119,,199,177,150,#c7b196,1
6657,T10120,,232,222,199,#e8dec7,1
6658,T10121,,183,172,150,#b7ac96,1
6659,T10122,,202,189,166,#cabda6,1
6660,T10125,,147,130,106,#93826a,1
6661,T10133,,214,205,182,#d6cdb6,1
6662,T10136,,218,205,172,#dacdac,1
6663,T10141,,180,150,113,#b49671,1
6664,T10142,,167,137,102,#a78966,1
6665,T10144,,195,187,163,#c3bba3,1
6666,T10146,,197,182,150,#c5b696,1
6667,T10147,,207,197,162,#cfc5a2,1
6668,T10149,,194,183,152,#c2b798,1
6669,T10158,,214,193,168,#d6c1a8,1
6670,T10162,,212,197,175,#d4c5af,1
6671,T10165,1596,149,127,78,#957f4e,1
6672,T10167,1770,172,156,140,#ac9c8c,1
6673,T10169,1773,224,214,200,#e0d6c8,1
6674,T10170,1774,221,205,172,#ddcdac,1
6675,T10172,1774,202,190,172,#cabeac,1
6676,T10174,1774,231,223,208,#e7dfd0,1
6677,T10175,1773,167,155,137,#a79b89,1
6678,T10176,1774,228,216,193,#e4d8c1,1
6679,T10242,,224,210,183,#e0d2b7,1
6680,T10244,,227,205,172,#e3cdac,1
6681,T10245,1845,200,190,171,#c8beab,1
6682,T10246,,183,170,144,#b7aa90,1
6683,T10247,,206,183,149,#ceb795,1
6684,T10249,1857,95,81,64,#5f5140,1
6685,T10250,1855,113,97,74,#71614a,1
6686,T10251,1875,207,195,177,#cfc3b1,1
6687,T10253,,173,138,98,#ad8a62,1
6688,T10254,,149,138,117,#958a75,1
6689,T10255,,171,151,126,#ab977e,1
6690,T10256,,185,169,122,#b9a97a,1
6691,T10257,,146,112,78,#92704e,1
6692,T10258,,55,49,39,#373127,1
6693,T10259,1830,199,183,157,#c7b79d,1
6694,T10265,,198,181,156,#c6b59c,1
6695,T10266,,186,176,160,#bab0a0,1
6696,T10268,,150,133,111,#96856f,1
6697,T10269,,214,203,185,#d6cbb9,1
6698,T10273,,195,177,156,#c3b19c,1
6699,T10274,,221,205,182,#ddcdb6,1
6700,T10275,,231,222,202,#e7deca,1
6701,T10319,,213,206,185,#d5ceb9,1
6702,T10322,,243,239,224,#f3efe0,1
6703,T10323,,217,201,171,#d9c9ab,1
6704,T10324,,212,195,165,#d4c3a5,1
6705,T10325,,238,223,194,#eedfc2,1
6706,T10326,,131,109,85,#836d55,1
6707,T10328,,182,174,155,#b6ae9b,1
6708,T10329,,30,28,25,#1e1c19,1
6709,T10332,,224,214,195,#e0d6c3,1
6710,T10337,,69,75,56,#454b38,1
6711,T10338,,202,178,137,#cab289,1
6712,T10341,,243,235,219,#f3ebdb,1
6713,T10342,,233,225,208,#e9e1d0,1
6714,T10351,,98,88,70,#625846,1
6715,T10353,,61,61,57,#3d3d39,1
6716,T10354,,191,179,147,#bfb393,1
6717,T10356,,181,158,123,#b59e7b,1
6718,T10359,1788,230,217,196,#e6d9c4,1
6719,T10361,,246,236,218,#f6ecda,1
6720,T10364,,60,64,54,#3c4036,1
6721,T10432,,65,57,51,#413933,1
6722,T10433,1773,195,185,167,#c3b9a7,1
6723,T10436,,127,98,65,#7f6241,1
6724,T10439,,171,132,94,#ab845e,1
6725,T10440,1791,207,198,180,#cfc6b4,1
6726,T10441,,108,79,53,#6c4f35,1
6727,T10442,,87,82,60,#57523c,1
6728,T10443,,111,87,62,#6f573e,1
6729,T10444,,220,213,191,#dcd5bf,1
6730,T10445,,220,209,180,#dcd1b4,1
6731,T10446,,192,187,161,#c0bba1,1
6732,T10447,,213,202,186,#d5caba,1
6733,T10449,,199,185,163,#c7b9a3,1
6734,T10450,,121,110,74,#796e4a,1
6735,T10451,,87,73,52,#574934,1
6736,T10452,,80,64,44,#50402c,1
6737,T10453,,121,91,61,#795b3d,1
6738,T10454,,69,62,47,#453e2f,1
6739,T10472,,140,138,129,#8c8a81,1
6740,T10486,,132,131,122,#84837a,1
6741,T10488,,98,96,88,#626058,1
6742,T10489,,107,104,95,#6b685f,1
6743,T10490,,125,122,113,#7d7a71,1
6744,T10491,,136,135,125,#88877d,1
6745,T10499,,220,209,189,#dcd1bd,1
6746,T10500,,220,209,187,#dcd1bb,1
6747,T10504,,231,224,205,#e7e0cd,1
6748,T10506,,220,209,188,#dcd1bc,1
6749,T10508,,217,206,185,#d9ceb9,1
6750,T10517,,189,180,162,#bdb4a2,1
6751,T10520,,139,129,114,#8b8172,1
6752,T10529,,220,210,191,#dcd2bf,1
6753,T10546,,135,143,142,#878f8e,1
6754,T10547,,143,154,154,#8f9a9a,1
6755,T10554,,177,148,116,#b19474,1
6756,T10560,,232,228,213,#e8e4d5,1
6757,T10561,1831,224,214,190,#e0d6be,1
6758,T10562,1831,231,216,184,#e7d8b8,1
6759,T10564,1831,206,191,160,#cebfa0,1
6760,T10566,1831,212,200,177,#d4c8b1,1
6761,T10567,1831,213,200,176,#d5c8b0,1
6762,T10568,1831,218,207,185,#dacfb9,1
6763,T10574,1831,226,217,196,#e2d9c4,1
6764,T10575,1831,169,167,158,#a9a79e,1
6765,T10576,1831,215,204,182,#d7ccb6,1
6766,T10578,1831,230,212,177,#e6d4b1,1
6767,T10635,,237,225,195,#ede1c3,1
6768,T10637,,229,224,206,#e5e0ce,1
6769,T10638,,203,193,165,#cbc1a5,1
6770,T10641,,227,215,181,#e3d7b5,1
6771,T10642,,220,213,185,#dcd5b9,1
6772,T10643,,204,194,162,#ccc2a2,1
6773,T10644,,181,162,126,#b5a27e,1
6774,T10645,,217,210,183,#d9d2b7,1
6775,T10646,,225,221,194,#e1ddc2,1
6776,T10659,1777,225,209,174,#e1d1ae,1
6777,T10660,,163,139,108,#a38b6c,1
6778,T10663,1789,164,149,130,#a49582,1
6779,T10664,1789,139,123,104,#8b7b68,1
6780,T10665,1789,163,147,127,#a3937f,1
6781,T10666,,117,88,65,#755841,1
6782,T10667,,175,143,108,#af8f6c,1
6783,T10670,,58,56,45,#3a382d,1
6784,T10672,1773,70,66,63,#46423f,1
6785,T10675,,161,123,81,#a17b51,1
6786,T10677,,242,234,212,#f2ead4,1
6787,T10682,,206,175,139,#ceaf8b,1
6788,T10687,,201,188,166,#c9bca6,1
6789,T10689,,225,211,187,#e1d3bb,1
6790,T10690,,207,190,162,#cfbea2,1
6791,T10692,,139,112,88,#8b7058,1
6792,T10693,,236,227,203,#ece3cb,1
6793,T10694,1796,204,193,175,#ccc1af,1
6794,T10695,1798,158,152,138,#9e988a,1
6795,T10696,1799,216,200,166,#d8c8a6,1
6796,T10697,1799,200,185,158,#c8b99e,1
6797,T10698,1836,160,176,181,#a0b0b5,1
6798,T10699,1834,111,126,131,#6f7e83,1
6799,T10700,1822,185,181,159,#b9b59f,1
6800,T10701,1838,201,202,197,#c9cac5,1
6801,T10702,,228,214,184,#e4d6b8,1
6802,T10703,,143,136,122,#8f887a,1
6803,T10704,,211,203,186,#d3cbba,1
6804,T10705,,218,212,198,#dad4c6,1
6805,T10706,,195,190,178,#c3beb2,1
6806,T10708,,193,188,175,#c1bcaf,1
6807,T10709,,208,196,164,#d0c4a4,1
6808,T10710,,160,156,144,#a09c90,1
6809,T10711,,114,107,94,#726b5e,1
6810,T10712,,195,189,179,#c3bdb3,1
6811,T10713,,160,154,139,#a09a8b,1
6812,T10714,,171,145,116,#ab9174,1
6813,T10715,,137,117,90,#89755a,1
6814,T10716,,173,151,128,#ad9780,1
6815,T10717,,152,155,147,#989b93,1
6816,T10718,,182,177,163,#b6b1a3,1
