,accession_number,year,r,g,b
4320,D36661,1800,190,189,163
4321,D36663,1797,202,198,181
4322,D36664,,197,189,167
4323,D36667,1797,68,70,61
4324,D36669,,185,183,167
4325,D36671,,243,237,220
4326,D40000,1805,184,173,154
4327,D40002,1810,227,219,195
4328,D40012,,201,193,169
4329,D40014,1812,216,209,191
4330,D40023,1802,110,96,77
4331,D40025,1810,210,191,158
4332,D40030,1791,214,196,163
4333,D40038,1793,227,221,202
4334,D40045,1815,214,193,160
4335,D40049,1819,212,205,190
4336,D40050,1819,217,205,181
4337,D40051,1794,231,223,201
4338,D40052,1792,210,193,161
4339,D40055,1796,201,193,173
4340,D40058,,202,187,156
4341,D40061,,242,238,229
4342,D40062,,232,227,219
4343,D40078,,149,157,146
4344,D40080,1826,129,111,85
4345,D40081,1830,183,179,152
4346,D40082,1830,190,197,185
4347,D40103,1830,141,114,92
4348,D40105,1798,234,225,213
4349,D40106,,103,117,119
4350,D40110,,120,130,125
4351,D40111,,115,125,118
4352,D40123,,118,128,120
4353,D40127,,143,155,148
4354,D40129,,147,137,121
4355,D40138,,167,169,155
4356,D40140,,212,205,188
4357,D40142,,204,197,188
4358,D40143,,205,200,192
4359,D40144,,234,227,208
4360,D40146,,178,172,147
4361,D40149,1826,227,216,193
4362,D40150,,223,222,209
4363,D40151,,224,225,211
4364,D40152,,224,224,211
4365,D40153,,233,228,214
4366,D40154,,224,222,208
4367,D40155,,223,223,209
4368,D40156,,228,226,210
4369,D40161,,231,223,200
4370,D40162,,235,228,209
4371,D40163,,227,220,193
4372,D40164,,233,227,208
4373,D40165,1841,212,203,179
4374,D40169,1844,207,202,183
4375,D40171,1844,219,213,196
4376,D40173,,215,208,191
4377,D40174,1830,196,186,160
4378,D40179,,216,207,182
4379,D40181,1841,206,184,155
4380,D40184,1841,224,217,198
4381,D40191,1830,193,165,132
4382,D40202,1802,186,163,130
4383,D40218,1793,122,105,83
4384,D40228,1791,225,214,184
4385,D40229,1791,204,197,170
4386,D40231,1792,185,177,150
4387,D40241,,206,192,161
4388,D40245,1792,224,217,196
4389,D40246,1798,224,212,187
4390,D40247,1796,221,209,184
4391,D40249,1798,188,173,142
4392,D40251,1797,222,211,185
4393,D40255,1798,152,132,104
4394,D40262,1829,211,206,185
4395,D40266,1791,207,194,163
4396,D40269,1793,186,182,167
4397,D40273,1807,43,41,39
4398,D40281,,213,201,172
4399,D40286,,186,179,161
4400,D40300,1831,228,220,203
4401,D40303,1820,231,227,205
4402,D40304,1820,222,217,182
4403,D40305,,219,213,197
4404,D40311,1821,227,219,204
4405,D40315,1830,241,231,206
4406,D40316,1842,28,30,31
4407,D40324,,239,226,202
4408,D40326,1841,228,223,206
4409,D40334,1792,221,211,189
4410,D40335,1794,222,204,185
4411,D40336,1797,219,207,181
4412,D40338,1797,226,214,188
4413,D40385,,226,223,207
4414,D40387,,178,164,141
4415,D40391,,213,212,195
4416,D40399,,192,192,179
4417,D40434,,221,209,185
4418,D40471,,204,188,159
4419,D40489,1830,205,190,161
4420,D40490,,205,193,172
4421,D40493,,127,97,63
4422,D40503,,214,198,167
4423,D40507,,229,220,195
4424,D40509,,200,187,157
4425,D40510,,208,196,169
4426,D40511,,218,191,157
4427,D40514,,216,196,157
4428,D40515,,221,209,185
4429,D40516,1843,202,174,146
4430,D40517,1843,221,213,195
4431,D40520,1829,229,221,212
4432,D40527,,188,169,140
4433,D40528,,187,170,141
4434,D40538,,194,180,152
4435,D40577,1819,41,39,36
4436,D40578,1819,191,180,154
4437,D40582,1816,23,23,23
4438,D40584,1819,40,39,36
4439,D40719,1844,31,30,31
4440,D40734,1791,246,238,222
4441,D40735,1791,44,44,42
4442,D40736,1791,229,213,188
4443,D40738,1789,239,231,211
4444,D40739,1789,245,237,218
4445,D40740,1789,240,234,215
4446,D40747,1834,31,27,25
4447,D40763,1797,136,113,94
4448,D40786,1802,36,36,34
4449,D40963,1823,48,49,47
4450,D40964,1823,34,34,32
4451,D40969,1825,204,188,159
4452,D40970,1825,223,215,197
4453,D40972,1825,29,28,26
4454,D40973,1825,31,25,21
4455,D41221,1834,33,22,21
4456,D41414,1827,105,115,111
4457,D41451,1798,184,149,87
4458,D41452,1798,178,140,80
4459,D41453,1792,221,211,186
4460,D41454,1791,203,190,163
4461,D41466,1799,225,216,197
4462,D41467,1804,219,212,195
4463,D41468,1820,204,194,171
4464,D41469,1830,111,122,122
4465,D41478,1830,238,234,216
4466,D41483,1824,220,217,203
4467,D41498,1843,225,221,210
4468,D41499,1842,210,196,170
4469,N00676,,207,212,211
4470,N01359,,57,37,24
4471,N01360,1922,167,164,119
4472,N01703,1889,183,158,112
4473,N01704,1887,169,121,87
4474,N01706,1894,103,69,58
4475,N01708,1896,133,111,94
4476,N01709,1889,145,133,77
4477,N01710,1892,180,175,154
4478,N01713,1879,174,157,128
4479,N01715,1883,163,188,216
4480,N01716,,195,159,120
4481,N01718,1898,191,172,129
4482,N01719,1840,138,141,115
4483,N01720,1834,190,168,134
4484,N01722,1852,70,56,30
4485,N01723,1889,119,105,79
4486,N01725,1898,73,69,58
4487,N01726,1899,135,121,112
4488,N01727,1841,153,137,114
4489,N01728,1837,201,193,167
4490,N01734,,224,206,170
4491,N01735,,204,186,160
4492,N01736,1842,82,69,49
4493,N01737,1837,184,171,143
4494,N01738,,175,145,105
4495,N01739,1822,114,107,85
4496,N01740,1833,224,225,213
4497,N01852,,169,148,116
4498,N01854,,39,36,22
4499,N01855,,189,174,142
4500,N01856,1782,136,124,98
4501,N01911,1867,219,208,182
4502,N01931,1893,83,74,42
4503,N01932,1889,59,53,41
4504,N01933,1861,77,65,42
4505,N01934,1862,47,36,19
4506,N01942,1832,214,203,180
4507,N01970,1835,36,28,12
4508,N01971,1838,171,130,92
4509,N01972,,64,56,32
4510,N01973,,119,88,62
4511,N01974,,71,68,35
4512,N01975,1830,59,50,39
4513,N01976,1860,209,210,216
4514,N01977,1862,105,97,77
4515,N01978,1823,104,84,59
4516,N02039,1859,188,174,126
4517,N02040,1861,108,87,34
4518,N02047,,194,167,124
4519,N02073,1906,48,40,16
4520,N02109,1860,151,150,116
4521,N02202,1832,218,217,203
4522,N02230,1805,182,159,121
4523,N02231,1820,96,85,78
4524,N02233,1790,149,148,125
4525,N02264,1908,157,142,110
4526,N02299,1908,163,151,130
4527,N02315,1831,69,66,51
4528,N02316,1833,205,184,154
4529,N02317,1831,81,71,44
4530,N02318,1831,207,189,159
4531,N02319,,132,127,110
4532,N02320,1834,170,158,132
4533,N02321,1834,157,146,117
4534,N02323,1834,180,177,162
4535,N02324,1834,180,183,164
4536,N02325,1834,179,167,143
4537,N02326,1834,202,200,182
4538,N02327,1834,146,134,97
4539,N02329,,62,53,46
4540,N02330,,146,144,134
4541,N02331,1834,211,191,163
4542,N02332,1834,121,126,113
4543,N02333,1834,219,212,187
4544,N02334,1834,211,209,193
4545,N02336,1834,92,95,84
4546,N02337,1834,77,96,100
4547,N02338,,217,208,186
4548,N02339,,205,202,187
4549,N02340,1834,209,210,195
4550,N02341,,206,197,172
4551,N02342,,109,99,74
4552,N02343,,185,169,140
4553,N02344,1834,53,52,36
4554,N02345,,69,62,49
4555,N02346,,118,113,90
4556,N02348,1838,128,120,93
4557,N02350,1839,151,140,131
4558,N02351,,180,173,163
4559,N02352,1838,81,66,51
4560,N02353,,178,158,125
4561,N02355,,42,36,32
4562,N02356,1839,221,215,200
4563,N02357,1840,141,130,103
4564,N02358,1840,135,121,94
4565,N02359,1840,84,72,48
4566,N02360,1840,95,88,71
4567,N02361,1841,132,125,107
4568,N02362,1840,121,108,86
4569,N02363,1840,99,84,65
4570,N02364,1841,175,165,144
4571,N02365,1841,144,134,109
4572,N02366,1840,167,152,116
4573,N02367,1840,77,69,47
4574,N02368,1840,135,117,91
4575,N02371,1843,177,177,165
4576,N02372,1843,214,207,187
4577,N02374,1843,71,63,46
4578,N02375,1844,190,196,213
4579,N02376,1844,156,149,127
4580,N02377,1843,173,171,175
4581,N02378,,180,166,146
4582,N02379,,47,39,25
4583,N02380,1844,76,62,37
4584,N02381,1844,84,78,59
4585,N02382,,79,72,60
4586,N02383,1844,74,69,48
4587,N02384,,137,128,106
4588,N02385,,83,77,63
4589,N02386,,112,96,71
4590,N02387,1845,181,172,146
4591,N02390,1840,120,111,80
4592,N02435,1843,149,136,110
4593,N02436,1880,201,186,159
4594,N02478,1900,54,52,44
4595,N02479,1904,167,142,99
4596,N02684,1847,76,60,51
4597,N02685,1864,214,170,138
4598,N02686,1786,114,116,85
4599,N02690,,128,98,42
4600,N02726,1831,231,227,210
4601,N02733,,175,164,147
4602,N02734,,220,210,180
4603,N02740,,189,176,153
4604,N02742,1838,208,192,164
4605,N02743,,223,219,207
4606,N02747,,221,214,196
4607,N02748,1838,137,122,102
4608,N02749,1842,197,191,166
4609,N02751,1858,222,200,165
4610,N02752,1858,163,151,126
4611,N02753,1858,225,212,179
4612,N02754,1860,189,177,154
4613,N02755,,149,139,100
4614,N02762,1872,136,111,61
4615,N02794,,160,119,79
4616,N02795,,159,127,93
4617,N02796,1858,204,190,164
4618,N02797,1858,204,189,156
4619,N02798,1860,200,177,137
4620,N02799,1861,135,116,72
4621,N02855,1852,169,156,141
4622,N02859,1857,140,100,88
4623,N02860,1857,116,127,95
4624,N02868,,165,153,128
4625,N02938,1913,101,98,95
4626,N02941,1811,226,202,166
4627,N02942,1807,170,143,107
4628,N02972,,236,218,195
4629,N03004,,106,88,69
4630,N03009,1864,144,111,77
4631,N03019,1905,124,111,67
4632,N03020,,216,206,189
4633,N03023,1863,215,194,165
4634,N03037,1913,178,174,156
4635,N03042,,117,93,64
4636,N03043,,75,62,51
4637,N03056,1855,113,75,65
4638,N03057,1857,123,91,89
4639,N03058,1857,136,91,85
4640,N03059,1857,122,89,73
4641,N03060,1857,87,65,58
4642,N03061,1857,138,146,109
4643,N03062,1862,33,16,11
4644,N03063,1860,138,96,52
4645,N03064,1864,180,143,104
4646,N03149,1899,106,103,82
4647,N03155,1805,84,79,64
4648,N03156,1856,77,74,52
4649,N03175,1911,78,76,64
4650,N03180,1909,102,96,72
4651,N03184,1908,167,160,144
4652,N03194,1899,139,120,55
4653,N03195,1904,149,122,92
4654,N03199,1910,182,177,163
4655,N03202,1856,57,68,106
4656,N03204,1858,69,56,41
4657,N03211,,239,224,196
4658,N03222,,194,156,125
4659,N03223,,45,34,31
4660,N03228,1863,126,116,103
4661,N03229,1864,201,184,162
4662,N03282,1914,58,54,35
4663,N03283,1860,109,120,106
4664,N03312,1833,46,39,32
4665,N03321,1906,126,124,111
4666,N03322,1906,163,158,135
4667,N03326,1828,92,76,34
4668,N03327,1818,204,194,172
4669,N03328,1818,193,187,166
4670,N03329,1818,217,207,185
4671,N03330,1819,155,137,109
4672,N03331,1818,222,215,196
4673,N03332,1821,218,205,183
4674,N03333,,91,73,42
4675,N03344,1896,211,216,209
4676,N03351,1824,197,189,181
4677,N03352,1824,58,84,86
4678,N03353,1824,196,195,191
4679,N03354,1824,137,127,121
4680,N03355,1824,227,230,241
4681,N03356,1824,137,131,116
4682,N03357,1824,199,202,194
4683,N03358,1824,142,129,103
4684,N03359,1824,177,165,143
4685,N03360,1824,193,178,149
4686,N03361,1824,228,225,230
4687,N03362,1824,221,211,207
4688,N03363,1824,191,177,144
4689,N03364,1824,216,221,225
4690,N03365,1824,192,189,182
4691,N03366,1824,217,213,222
4692,N03367,1824,177,166,144
4693,N03368,1824,209,206,163
4694,N03369,1824,160,147,146
4695,N03370,1827,234,240,236
4696,N03373,1795,107,99,89
4697,N03374,1795,133,121,111
4698,N03395,1843,141,124,96
4699,N03396,1807,179,157,130
4700,N03405,1913,117,111,86
4701,N03406,1904,187,190,175
4702,N03407,1904,146,107,92
4703,N03408,1904,205,186,180
4704,N03409,1859,149,128,104
4705,N03413,1909,204,189,151
4706,N03428,1873,82,70,60
4707,N03432,1882,202,171,134
4708,N03434,1916,217,201,172
4709,N03435,1916,228,230,212
4710,N03436,1916,212,207,190
4711,N03437,1916,124,98,69
4712,N03438,1916,148,138,112
4713,N03439,1916,187,189,171
4714,N03440,1917,213,200,175
4715,N03441,1917,72,55,36
4716,N03443,1917,174,149,114
4717,N03444,1916,186,154,108
4718,N03445,1917,189,166,113
4719,N03453,1898,165,141,109
4720,N03469,1911,48,49,50
4721,N03471,1856,177,156,125
4722,N03477,,232,213,177
4723,N03478,,215,188,143
4724,N03479,,192,155,111
4725,N03480,1840,194,168,128
4726,N03481,,195,156,114
4727,N03482,,189,154,111
4728,N03483,,209,189,155
4729,N03484,,75,57,38
4730,N03485,,216,179,134
4731,N03486,,224,203,166
4732,N03487,1849,227,201,159
4733,N03488,,205,191,164
4734,N03489,,206,176,134
4735,N03490,,223,205,170
4736,N03491,,191,169,137
4737,N03492,,77,55,35
4738,N03493,,228,215,192
4739,N03494,,218,188,144
4740,N03495,,201,167,127
4741,N03496,,188,158,121
4742,N03497,,76,57,36
4743,N03498,,210,171,123
4744,N03499,,233,199,141
4745,N03500,1852,107,81,64
4746,N03501,,86,66,53
4747,N03502,,95,70,52
4748,N03503,,130,108,84
4749,N03504,1850,123,92,62
4750,N03505,,68,59,47
4751,N03507,1845,119,106,82
4752,N03508,1919,209,209,180
4753,N03516,1868,114,98,59
4754,N03522,1917,139,96,59
4755,N03525,1874,120,94,52
4756,N03530,1911,168,160,134
4757,N03531,1851,208,192,160
4758,N03559,1913,200,194,180
4759,N03560,1911,170,165,150
4760,N03564,,101,90,37
4761,N03567,1920,157,143,105
4762,N03577,,184,178,165
4763,N03578,1911,198,201,181
4764,N03579,1912,125,119,107
4765,N03599,1860,55,50,36
4766,N03607,1894,60,56,47
4767,N03623,,193,178,153
4768,N03624,1771,220,200,169
4769,N03625,,147,126,83
4770,N03631,1806,171,128,90
4771,N03633,1805,182,168,141
4772,N03634,1805,129,122,102
4773,N03635,1805,155,153,137
4774,N03654,,111,90,66
4775,N03658,1908,192,176,159
4776,N03660,1908,180,169,143
4777,N03661,1920,231,225,202
4778,N03667,1804,172,152,118
4779,N03676,1908,189,185,181
4780,N03680,1895,170,152,132
4781,N03696,1796,229,220,204
4782,N03715,1922,216,215,208
4783,N03716,1914,227,207,193
4784,N03719,,80,75,74
4785,N03720,1923,78,77,65
4786,N03721,1922,132,112,74
4787,N03722,1911,62,60,45
4788,N03786,1863,202,197,180
4789,N03804,1910,51,51,58
4790,N03809,,203,177,143
4791,N03822,1862,47,50,51
4792,N03834,1909,193,180,162
4793,N03843,1921,89,87,74
4794,N03872,1861,187,169,118
4795,N03873,1923,82,70,70
4796,N03874,1919,188,173,143
4797,N03878,1922,69,73,92
4798,N03905,1917,174,143,97
4799,N03906,1923,209,208,191
4800,N03986,1879,51,94,75
4801,N03994,1916,217,202,189
4802,N04069,,205,175,139
4803,N04070,,143,102,77
4804,N04085,,74,74,56
4805,N04089,1864,142,82,45
4806,N04104,,219,217,197
4807,N04109,1859,57,50,42
4808,N04146,1907,165,150,106
4809,N04150,1925,147,136,112
4810,N04165,1907,211,194,166
4811,N04173,1911,179,172,155
4812,N04174,,168,155,134
4813,N04175,1911,196,181,160
4814,N04211,1866,143,128,86
4815,N04213,1919,56,58,49
4816,N04218,1804,176,161,134
4817,N04219,,24,28,32
4818,N04226,1926,133,130,111
4819,N04228,1915,210,201,182
4820,N04229,1910,235,220,210
4821,N04241,1910,115,124,104
4822,N04242,1925,219,200,175
4823,N04243,1896,185,151,109
4824,N04244,1926,185,179,156
4825,N04245,1922,200,190,180
4826,N04258,,77,58,41
4827,N04277,1850,139,130,110
4828,N04278,1853,226,212,189
4829,N04289,1864,240,234,217
4830,N04296,1787,210,202,179
4831,N04297,1787,186,171,146
4832,N04298,1786,222,211,194
4833,N04301,1829,185,171,147
4834,N04302,1829,198,185,161
4835,N04303,1829,152,132,101
4836,N04304,,232,216,185
4837,N04305,,214,188,152
4838,N04306,,208,186,150
4839,N04307,,191,173,143
4840,N04308,,211,187,151
4841,N04310,,77,61,49
4842,N04311,,217,209,190
4843,N04312,,219,216,204
4844,N04313,,237,228,210
4845,N04316,,81,70,52
4846,N04317,1810,157,162,157
4847,N04318,,130,106,63
4848,N04319,,220,202,176
4849,N04320,,215,199,168
4850,N04321,,157,137,104
4851,N04322,,197,176,143
4852,N04323,,217,202,173
4853,N04325,,145,139,107
4854,N04330,,160,146,135
4855,N04332,1913,198,185,159
4856,N04333,1923,209,198,150
4857,N04334,1925,215,204,171
4858,N04335,1923,213,200,177
4859,N04336,1920,124,121,107
4860,N04356,1799,206,182,146
4861,N04357,,240,232,215
4862,N04358,,216,195,162
4863,N04359,,220,203,175
4864,N04360,1800,202,200,180
4865,N04380,,147,116,82
4866,N04390,1861,71,44,36
4867,N04397,,190,169,139
4868,N04402,,186,175,151
4869,N04403,,107,78,55
4870,N04408,1783,52,46,35
4871,N04409,1797,71,74,60
4872,N04423,1895,221,180,164
4873,N04431,1903,177,138,107
4874,N04433,1886,129,113,95
4875,N04438,1927,186,177,155
4876,N04481,1928,162,158,142
4877,N04501,1919,110,100,73
4878,N04502,1858,157,151,134
4879,N04507,,68,62,50
4880,N04508,1906,213,202,174
4881,N04513,1923,216,199,171
4882,N04535,,187,137,95
4883,N04546,1929,222,221,199
4884,N04547,1930,201,186,167
4885,N04554,,178,171,155
4886,N04558,1926,120,122,106
4887,N04584,1867,176,121,83
4888,N04585,,212,200,169
4889,N04588,1891,155,130,101
4890,N04601,1930,132,122,91
4891,N04608,1894,33,31,29
4892,N04625,1856,81,75,52
4893,N04638,1875,111,122,93
4894,N04641,,192,179,152
4895,N04642,,75,77,60
4896,N04643,1882,127,123,108
4897,N04644,,219,208,178
4898,N04645,,110,109,72
4899,N04646,,156,158,127
4900,N04648,1929,197,184,151
4901,N04685,1925,232,225,207
4902,N04686,1925,190,175,156
4903,N04687,1918,192,179,160
4904,N04721,1905,186,126,78
4905,N04728,1800,195,215,211
4906,N04740,1780,100,93,87
4907,N04753,1933,33,31,14
4908,N04768,,142,129,93
4909,N04769,,176,182,178
4910,N04770,,161,156,122
4911,N04771,,118,112,88
4912,N04772,,203,201,170
4913,N04775,,209,202,186
4914,N04792,1849,225,218,199
4915,N04850,1927,166,156,139
4916,N04918,1924,201,183,135
4917,N04940,1930,154,148,134
4918,N04941,1857,235,230,199
4919,N04950,1890,185,172,132
4920,N04951,1890,60,66,46
4921,N04953,1834,183,170,146
4922,N04970,,183,166,142
4923,N04973,1865,198,192,175
4924,N04980,,199,175,144
4925,N04981,,222,201,174
4926,N04982,,157,144,123
4927,N04983,,144,132,112
4928,N05000,1866,74,77,95
4929,N05043,1937,36,36,29
4930,N05054,1932,165,160,142
4931,N05055,1795,86,76,70
4932,N05056,1795,83,82,81
4933,N05057,1795,133,129,126
4934,N05058,1795,85,84,82
4935,N05059,1795,69,74,79
4936,N05060,1795,131,116,105
4937,N05061,1795,107,101,96
4938,N05062,1795,73,75,77
4939,N05063,1795,234,219,198
4940,N05067,1897,20,27,33
4941,N05074,1898,65,62,46
4942,N05094,1899,166,123,81
4943,N05096,1900,171,127,95
4944,N05128,1929,205,192,171
4945,N05129,1940,210,199,184
4946,N05136,1939,150,147,128
4947,N05137,1939,195,182,149
4948,N05138,1929,177,166,138
4949,N05140,1915,142,140,127
4950,N05152,1915,176,121,70
4951,N05153,1916,164,155,129
4952,N05154,1904,116,110,76
4953,N05155,1904,213,206,189
4954,N05156,1939,112,104,77
4955,N05164,1939,163,148,90
4956,N05165,1940,112,77,80
4957,N05166,1940,121,107,106
4958,N05168,1940,183,173,136
4959,N05169,1940,211,209,190
4960,N05170,,216,217,202
4961,N05175,1896,38,35,27
4962,N05183,1785,202,198,195
4963,N05189,1779,141,119,92
4964,N05190,,220,217,213
4965,N05191,,168,148,116
4966,N05192,1790,146,134,116
4967,N05193,,131,126,74
4968,N05195,1800,106,105,89
4969,N05196,,197,208,191
4970,N05198,1780,167,168,154
4971,N05199,,185,169,129
4972,N05200,1785,190,183,163
4973,N05206,1939,180,167,151
4974,N05208,1940,125,109,83
4975,N05209,1940,148,137,115
4976,N05210,1940,109,103,71
4977,N05213,1930,111,104,76
4978,N05215,1940,105,98,74
4979,N05217,1913,168,159,142
4980,N05221,1858,190,173,146
4981,N05222,1862,110,90,69
4982,N05223,1862,199,181,156
4983,N05228,1855,111,109,72
4984,N05229,1856,138,98,62
4985,N05230,1859,64,46,36
4986,N05231,1862,61,38,32
4987,N05233,1863,202,166,37
4988,N05234,1864,151,70,34
4989,N05235,1864,117,72,45
4990,N05236,1826,219,207,172
4991,N05237,1826,152,114,85
4992,N05238,1833,233,222,197
4993,N05239,1840,224,210,193
4994,N05240,1839,140,125,103
4995,N05241,1832,165,150,120
4996,N05242,1833,226,214,192
4997,N05243,1832,232,223,204
4998,N05250,1864,78,76,27
4999,N05263,1903,170,148,124
5000,N05274,1932,178,164,144
5001,N05287,1937,156,151,147
5002,N05301,1857,131,98,50
5003,N05303,1905,191,184,168
5004,N05307,1904,184,160,140
5005,N05308,1908,103,90,68
5006,N05312,1922,148,112,74
5007,N05315,1938,153,147,137
5008,N05316,1941,165,167,177
5009,N05356,1912,149,133,110
5010,N05365,1895,128,94,59
5011,N05371,1942,171,163,143
5012,N05377,1941,91,76,66
5013,N05382,1921,60,56,48
5014,N05402,1935,192,185,169
5015,N05411,1930,178,164,145
5016,N05412,1938,166,165,154
5017,N05413,1935,209,205,192
5018,N05418,1924,187,188,168
5019,N05419,1924,120,145,137
5020,N05421,1899,137,130,100
5021,N05422,,245,237,217
5022,N05423,,156,125,76
5023,N05424,,55,48,53
5024,N05433,1913,184,166,132
5025,N05457,1934,176,175,166
5026,N05460,1870,66,60,41
5027,N05549,1931,57,56,51
5028,N05550,1937,172,158,132
5029,N05570,1885,125,117,97
5030,N05608,1911,125,116,95
5031,N05610,1942,199,199,184
5032,N05615,1836,189,170,107
5033,N05616,,222,213,193
5034,N05617,1835,215,199,163
5035,N05636,1809,163,148,124
5036,N05657,1921,49,47,27
5037,N05658,1920,160,147,82
5038,N05659,1922,73,67,54
5039,N05671,1940,196,178,150
5040,N05672,1941,52,54,46
5041,N05673,1944,74,78,67
5042,N05674,1945,115,109,92
5043,N05677,1941,153,140,120
5044,N05678,1941,163,150,127
5045,N05679,1940,117,103,80
5046,N05680,1941,128,120,92
5047,N05681,1941,87,64,50
5048,N05682,1941,68,64,53
5049,N05683,1941,121,112,90
5050,N05684,1942,211,185,168
5051,N05686,1940,57,48,43
5052,N05694,1943,34,30,18
5053,N05696,1942,199,186,166
5054,N05697,1944,177,167,145
